#queryIndex	queryItem	stringId	preferredName	annotation
406	SLC9B2	9606.ENSP00000378265	SLC9B2	Sodium/hydrogen exchanger 9B2; Na(+)/H(+) antiporter that extrudes Na(+) or Li(+) in exchange for external protons across the membrane. Contributes to the regulation of intracellular pH, sodium homeostasis, and cell volume. Plays an important role for insulin secretion and clathrin-mediated endocytosis in beta- cells (By similarity). Involved in sperm motility and fertility (By similarity). It is controversial whether SLC9B2 plays a role in osteoclast differentiation or not (By similarity); Solute carriers
407	PAK3	9606.ENSP00000353864	PAK3	Serine/threonine-protein kinase PAK 3; Serine/threonine protein kinase that plays a role in a variety of different signaling pathways including cytoskeleton regulation, cell migration, or cell cycle regulation. Plays a role in dendrite spine morphogenesis as well as synapse formation and plasticity. Acts as downstream effector of the small GTPases CDC42 and RAC1. Activation by the binding of active CDC42 and RAC1 results in a conformational change and a subsequent autophosphorylation on several serine and/or threonine residues. Phosphorylates MAPK4 and MAPK6 and activates the downstrea [...] 
408	BCAN	9606.ENSP00000331210	BCAN	Brevican core protein; May play a role in the terminally differentiating and the adult nervous system during postnatal development. Could stabilize interactions between hyaluronan (HA) and brain proteoglycans; C-type lectin domain containing
409	PLD1	9606.ENSP00000342793	PLD1	Phospholipase D1; Implicated as a critical step in numerous cellular pathways, including signal transduction, membrane trafficking, and the regulation of mitosis. May be involved in the regulation of perinuclear intravesicular membrane traffic (By similarity); Phospholipases
410	HPCA	9606.ENSP00000362566	HPCA	Neuron-specific calcium-binding protein hippocalcin; Calcium-binding protein that may play a role in the regulation of voltage-dependent calcium channels. May also play a role in cyclic-nucleotide- mediated signaling through the regulation of adenylate and guanylate cyclases (By similarity); Belongs to the recoverin family
411	STX4	9606.ENSP00000317714	STX4	Syntaxin-4; Plasma membrane t-SNARE that mediates docking of transport vesicles. Necessary for the translocation of SLC2A4 from intracellular vesicles to the plasma membrane. Together with STXB3 and VAMP2, may also play a role in docking/fusion of intracellular GLUT4-containing vesicles with the cell surface in adipocytes (By similarity). May also play a role in docking of synaptic vesicles at presynaptic active zones; Belongs to the syntaxin family
412	GABRA5	9606.ENSP00000335592	GABRA5	Gamma-aminobutyric acid receptor subunit alpha-5; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Gamma-aminobutyric acid type A receptor subunits
413	MAGEE1	9606.ENSP00000354912	MAGEE1	Melanoma-associated antigen E1; May enhance ubiquitin ligase activity of RING-type zinc finger-containing E3 ubiquitin-protein ligases. Proposed to act through recruitment and/or stabilization of the Ubl-conjugating enzyme (E2) at the E3:substrate complex; MAGE family
414	MAP1S	9606.ENSP00000325313	MAP1S	Microtubule-associated protein 1S; Microtubule-associated protein that mediates aggregation of mitochondria resulting in cell death and genomic destruction (MAGD). Plays a role in anchoring the microtubule organizing center to the centrosomes. Binds to DNA. Plays a role in apoptosis. Involved in the formation of microtubule bundles (By similarity); Belongs to the MAP1 family
415	KCNN2	9606.ENSP00000427120	KCNN2	Small conductance calcium-activated potassium channel protein 2; Forms a voltage-independent potassium channel activated by intracellular calcium. Activation is followed by membrane hyperpolarization. Thought to regulate neuronal excitability by contributing to the slow component of synaptic afterhyperpolarization. The channel is blocked by apamin; Belongs to the potassium channel KCNN family. KCa2.2/KCNN2 subfamily
416	USH1C	9606.ENSP00000005226	USH1C	Harmonin; Anchoring/scaffolding protein that is a part of the functional network formed by USH1C, USH1G, CDH23 and MYO7A that mediates mechanotransduction in cochlear hair cells. Required for normal development and maintenance of cochlear hair cell bundles (By similarity). As part of the intermicrovillar adhesion complex/IMAC plays a role in brush border differentiation, controlling microvilli organization and length. Probably plays a central regulatory role in the assembly of the complex, recruiting CDHR2, CDHR5 and MYO7B to the microvilli tips; Deafness associated genes
417	MTOR	9606.ENSP00000354558	MTOR	Serine/threonine-protein kinase mTOR; Serine/threonine protein kinase which is a central regulator of cellular metabolism, growth and survival in response to hormones, growth factors, nutrients, energy and stress signals. MTOR directly or indirectly regulates the phosphorylation of at least 800 proteins. Functions as part of 2 structurally and functionally distinct signaling complexes mTORC1 and mTORC2 (mTOR complex 1 and 2). Activated mTORC1 up-regulates protein synthesis by phosphorylating key regulators of mRNA translation and ribosome synthesis. This includes phosphorylation of EIF [...] 
418	LRP4	9606.ENSP00000367888	LRP4	Low-density lipoprotein receptor-related protein 4; Mediates SOST-dependent inhibition of bone formation. Functions as a specific facilitator of SOST-mediated inhibition of Wnt signaling. Plays a key role in the formation and the maintenance of the neuromuscular junction (NMJ), the synapse between motor neuron and skeletal muscle. Directly binds AGRIN and recruits it to the MUSK signaling complex. Mediates the AGRIN- induced phosphorylation of MUSK, the kinase of the complex. The activation of MUSK in myotubes induces the formation of NMJ by regulating different processes including the [...] 
419	DCLK1	9606.ENSP00000255448	DCLK1	Serine/threonine-protein kinase DCLK1; Probable kinase that may be involved in a calcium- signaling pathway controlling neuronal migration in the developing brain. May also participate in functions of the mature nervous system; Doublecortin superfamily
420	HRAS	9606.ENSP00000407586	HRAS	GTPase HRas; Involved in the activation of Ras protein signal transduction. Ras proteins bind GDP/GTP and possess intrinsic GTPase activity; Belongs to the small GTPase superfamily. Ras family
421	SYNGR1	9606.ENSP00000332287	SYNGR1	Synaptogyrin-1; May play a role in regulated exocytosis. Modulates the localization of synaptophysin/SYP into synaptic-like microvesicles and may therefore play a role in synaptic-like microvesicle formation and/or maturation (By similarity). Involved in the regulation of short-term and long-term synaptic plasticity (By similarity); Belongs to the synaptogyrin family
422	EFNA5	9606.ENSP00000328777	EFNA5	Ephrin-A5; Cell surface GPI-bound ligand for Eph receptors, a family of receptor tyrosine kinases which are crucial for migration, repulsion and adhesion during neuronal, vascular and epithelial development. Binds promiscuously Eph receptors residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Induces compartmentalized signaling within a caveolae-like memb [...] 
423	BAALC	9606.ENSP00000312457	BAALC	Brain and acute leukemia, cytoplasmic; BAALC, MAP3K1 and KLF4 binding
424	DMD	9606.ENSP00000354923	DMD	Dystrophin; Anchors the extracellular matrix to the cytoskeleton via F-actin. Ligand for dystroglycan. Component of the dystrophin- associated glycoprotein complex which accumulates at the neuromuscular junction (NMJ) and at a variety of synapses in the peripheral and central nervous systems and has a structural function in stabilizing the sarcolemma. Also implicated in signaling events and synaptic transmission; X-linked mental retardation
425	ADGRA1	9606.ENSP00000376384	GPR123	Adhesion G protein-coupled receptor A1; Orphan receptor
426	SLC6A9	9606.ENSP00000353791	SLC6A9	Sodium- and chloride-dependent glycine transporter 1; Terminates the action of glycine by its high affinity sodium-dependent reuptake into presynaptic terminals. May play a role in regulation of glycine levels in NMDA receptor-mediated neurotransmission; Solute carriers
427	CHRM2	9606.ENSP00000399745	CHRM2	Muscarinic acetylcholine receptor M2; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is adenylate cyclase inhibition. Signaling promotes phospholipase C activity, leading to the release of inositol trisphosphate (IP3); this then triggers calcium ion release into the cytosol; Cholinergic receptors muscarinic
428	MINK1	9606.ENSP00000347427	MINK1	Misshapen-like kinase 1; Serine/threonine kinase which acts as a negative regulator of Ras-related Rap2-mediated signal transduction to control neuronal structure and AMPA receptor trafficking. Required for normal synaptic density, dendrite complexity, as well as surface AMPA receptor expression in hippocampal neurons. Can activate the JNK and MAPK14/p38 pathways and mediates stimulation of the stress-activated protein kinase MAPK14/p38 MAPK downstream of the Raf/ERK pathway. Phosphorylates: TANC1 upon stimulation by RAP2A, MBP and SMAD1. Has an essential function in negative selection [...] 
429	OPRM1	9606.ENSP00000394624	OPRM1	Mu-type opioid receptor; Receptor for endogenous opioids such as beta-endorphin and endomorphin. Receptor for natural and synthetic opioids including morphine, heroin, DAMGO, fentanyl, etorphine, buprenorphin and methadone. Agonist binding to the receptor induces coupling to an inactive GDP-bound heterotrimeric G-protein complex and subsequent exchange of GDP for GTP in the G-protein alpha subunit leading to dissociation of the G-protein complex with the free GTP-bound G-protein alpha and the G-protein beta-gamma dimer activating downstream cellular effectors. The agonist- and cell typ [...] 
430	ANK1	9606.ENSP00000265709	ANK1	Ankyrin-1; Attaches integral membrane proteins to cytoskeletal elements; binds to the erythrocyte membrane protein band 4.2, to Na-K ATPase, to the lymphocyte membrane protein GP85, and to the cytoskeletal proteins fodrin, tubulin, vimentin and desmin. Erythrocyte ankyrins also link spectrin (beta chain) to the cytoplasmic domain of the erythrocytes anion exchange protein; they retain most or all of these binding functions
431	IGSF9	9606.ENSP00000357073	IGSF9	Protein turtle homolog A; Functions in dendrite outgrowth and synapse maturation; Belongs to the immunoglobulin superfamily. Turtle family
